 4572083 14.9 6880    4.3    SYM       0.8   1.2   13000.     0.8925
 4830647 14.0 7270    4.1    MULT      0.9   4.0    1600.     1.5175
 4840978 14.6 6410    4.3    MULT      0.5   1.3     150.     0.6250
 4841423 14.6 6820    4.1    MULT      0.6   1.0      75.     0.6529
 4843904 14.2 6410    4.3    MULT      0.2   0.8      90.     0.2967
 4930756 15.2 7280    4.3    MULT      0.25  1.5    1100.     0.3350
 4934217 14.2 7560    3.8    ASYM      0.4   1.0    7960.     0.8809
 5097566 14.3 6640    4.3    MULT      0.5   1.6     150.     0.5071
 5108395 14.2 6440    4.4    SYM       0.3   1.2     900.     0.3929
 5113089 14.7 6520    4.4    MULT      0.7   2.0      70.     0.8333
 5120569 14.1 6500    4.0    MULT      0.2   1.0     165.     0.2310
 5123134 14.3 6510    4.4    MULT      0.2   3.0    1250.     0.4151
 5253199 15.3 7300    4.1    ASYM      0.6   1.5   13150.     0.6882
 5254176 14.7 6880    4.1    ASYM      0.4   1.6   15780.     0.7878
 5280974 14.4 7010    4.2    SYM       0.75  1.75  14000.     1.5210
 5281931 15.0 6860    4.2    MULT      0.25  1.25    240.     0.3551
 5342935 14.0 6760    4.4    MULT      0.6   2.0    1905.     0.6849
 5357521 14.8 7490    4.1    MULT      0.5   4.0    2100.     2.0832
 5471623 14.1 6770    4.1    MULT      0.2   2.2    2300.     0.2488
 5524370 14.5 7710    4.0    SYM       0.4   0.8    6570.     0.6143
 5529141 14.3 7270    4.2    SYM       1.1   2.5    2935.     1.6944
 5531052 14.2 6850    4.2    MULT      0.5   1.0    1950.     0.7400
 5541405 14.6 6400    4.4    MULT      0.25  0.75    220.     0.3271
 5543818 14.5 6290    4.3    SYM       0.2   0.4    1250.     0.2033
 5561007 14.2 7690    4.2    MULT      1.0   6.0    6915.     1.2411
 5615977 14.9 6820    4.2    SYM       0.25  0.7    2440.     0.3213
 5633114 14.8 7090    4.2    SYM       0.5   2.75    750.     1.6098
 5696153 14.1 7270    4.0    MULT      0.25  1.5    2600.     0.3022
 5717449 14.9 7480    4.1    MULT      0.25  4.25   1200.     1.8505
 5723583 14.7 6460    4.2    MULT      0.3   0.7    2010.     0.5710
 5724633 14.2 6410    3.9    MULT      0.8   4.0    2885.     2.6317
 5869220 14.4 6680    4.2    MULT      0.3   0.9    1815.     0.4586
 5878159 14.6 7330    4.0    ASYM      0.3   1.0   13905.     0.3690
 5879583 14.3 7400    4.0    ASYM      2.3   2.5   67390.     2.3872
 5880445 14.3 7390    4.3    MULT      1.1   2.6    6280.     1.3180
 5888202 14.1 6360    4.2    MULT      0.2   0.7     400.     0.2103
 5893541 14.5 6560    4.3    MULT      0.5   1.25   2025.     0.5944
 5899833 14.5 6520    4.0    ASYM      0.4   1.25   9800.     0.4798
 5954775 14.6 6540    4.2    MULT      0.2   0.6    3445.     0.2962
 5954946 14.3 6680    4.3    MULT      0.25  1.0      90.     0.4369
 5957185 14.3 7080    4.1    MULT      0.3   1.8    1845.     0.6106
 5960912 14.7 6840    4.4    MULT      0.5   1.0    1525.     0.6642
 6035618 15.7 7400    4.1    ASYM      0.75  1.25 249840.     1.0936
 6048208 14.9 6880    4.3    MULT      0.25  1.0    1230.     0.3151
 6119163 14.6 7350    4.0    MULT      1.0   3.5    1425.     1.1344
 6128330 14.0 7450    4.0    ASYM      0.25  1.1   21925.     0.4553
 6130543 14.7 6840    4.3    MULT      0.25  1.0    1690.     0.4293
 6131093  9.3 6640    4.4    MULT      1.25  4.0   17090.     1.5923
 6145991 14.1 6210    4.2    MULT      1.0   2.0    1615.     1.1428
 6187850 14.2 6260    4.2    SYM       0.25  0.75    930.     0.3526
 6197138 14.5 6600    4.3    SYM       0.25  0.75   2750.     0.3575
 6210324 14.5 7580    4.0    MULT      0.20  5.0     625.     2.4603
 6220939 14.4 6580    4.5    MULT      0.20  1.5     105.     0.2336
 6230552 14.6 6600    4.3    ASYM      0.75  2.0   17000.     1.5467
 6279848  8.9                MULT      0.75  1.6  109900.     1.1552
 6301965 14.3 7080    4.2    MULT      0.5   3.7     225.     0.9065
 6302177 14.3 6840    4.2    SYM       1.25  3.25    175.     1.4883
 6302332 14.0 6270    4.1    SYM       0.25  0.80   2300.     0.3435
 6302576 14.4 7200    4.1    MULT      0.25  3.1     370.     1.0724
 6302810 14.3 6900    4.1    MULT      0.25  1.0      65.     0.2804
 6305211 14.4 7040    4.2    ASYM      0.25  0.75    430.     0.4533
 6311979 14.5 6150    4.3    ASYM      0.20  0.60   2300.     0.2617
 6370357 14.5 6180    4.3    SYM       0.25  0.60   3400.     0.2991
 6373589 14.2 7250    3.9    MULT      0.25  1.25     53.     0.3271
 6373976 14.5 6900    4.3    MULT      0.25  1.0      65.     0.2804
 6388558 14.3 6820    4.1    MULT      0.9   4.6     800.     3.1682
 6497099 14.8 6880    4.2    ASYM      0.25  0.9    6650.     0.4136
 6509590 14.7 7690    4.1    SYM       1.8   4.6     725.     2.4369
 6509962 14.6 6700    4.2    SYM       0.4   1.6     425.     0.4883
 6515882 14.5 7060    4.3    SYM       0.4   1.5   11875.     1.3214
 6521724 14.4 6340    4.3    SYM       0.25  0.75   1610.     0.3481
 6526666 14.2 7030    4.2    SYM       0.3   0.8     160.     0.5000
 6547130 14.1 6460    4.0    ASYM      0.8   2.5   15000.     1.1869
 6580506 14.5 7070    4.0    MULT      0.25  2.5    1510.     0.5838
 6599573 14.4 7290    4.2    MULT      1.0   4.3      60.     2.1429
 6628926 14.1 6220    4.1    SYM       1.3   2.5    3200.     2.0818
 6691019 15.0 6950    4.3    ASYM      1.1   3.6    2000.     1.2600
 6700412 14.8 7430    4.0    SYM       0.5   0.8    1475.     0.6117
 6708546 14.3 6580    4.4    MULT      0.3   1.5      75.     0.5093
 6721297 14.8 6550    4.3    ASYM      0.75  1.8    5000.     1.7500
 6764033 14.0 6920    4.2    SYM       0.2   0.4     135.     0.2617
 6777294 14.5 6640    4.3    SYM       0.25  0.6    2250.     0.2550
 6778212 14.4 7360    4.1    MULT      0.3   1.1      35.     0.3598
 6778479 14.9 7090    4.2    MULT      0.3   1.1      55.     1.4405
 6791943 15.0 6310    4.4    SYM       0.2   0.8    2200.     0.2500
 6803941 14.2 6100    3.7    MULT      0.2   0.75    110.     0.2804
 6870063 14.7 6720    4.3    MULT      0.3   1.25     90.     0.3621
 6871727 14.4 7010    4.2    MULT      0.2   0.7     135.     0.3435
 6878998 14.3 6200    4.3    MULT      0.35  2.0      80.     0.4136
 6937000 14.7 6120    4.3    SYM       0.5   1.25   2000.     0.6117
 6954657 14.7 6860    4.3    MULT      0.25  4.0      32.     2.0000
 6964677 14.2 6760    4.2    MULT      1.5   3.5      34.     2.8262
 6965624 15.2 6560    4.4    MULT      0.9   3.4     650.     1.9369
 7019480 14.6 6220    4.3    SYM       0.3   1.1    7200.     0.3388
 7031347 14.6 6910    4.3    SYM       0.3   0.5     160.     0.4136
 7098418 15.5 7350    4.2    SYM       1.5   3.5    2720.     1.7500
 7187175 14.9 7070    4.1    MULT      0.2   1.5   38730.     0.2874
 7191437 14.3 6900    4.5    SYM       0.5   2.5      90.     0.6285
 7191683 14.5 7660    4.1    SYM       1.0   1.5     750.     1.3902
 7220299 14.6 6300    4.2    SYM       0.25  0.6     410.     0.2804
 7222218 14.6 6160    4.0    SYM       1.0   2.3     175.     1.1402
 7296779 14.6 6420    4.3    MULT      0.2   2.5     190.     0.5187
 7297626 14.7 6320    4.3    MULT      0.25  1.25     85.     0.2967
 7298757 14.3 6110    4.2    MULT      0.25  1.5      35.     0.2804
 7445690 14.8 6950    4.2    MULT      0.4   1.4      80.     0.4717
 7448050 11.8 7390    4.1    ASYM      1.0   1.7  611990.     1.1430
 7456325 14.3 6540    4.5    SYM       0.25  1.0     800.     0.2780
 7512583 14.4 6380    4.2    SYM       1.7   3.5    3600.     1.7383
 7523217 14.3 7080    4.3    MULT      0.75  2.1     100.     0.8225
 7534444 14.3 6290    4.4    MULT      0.25  0.75     80.     0.4486
 7538543 14.9 6870    4.2    SYM       0.2   4.8     900.     0.3201
 7552602 15.0 8080    3.9    SYM       3.25  3.6     370.     3.5476
 7553070 14.7 6410    4.1    SYM       0.45  1.7    1510.     1.0030
 7581111 15.2 6540    4.2    SYM       0.5   1.7    2590.     0.5234
 7685157 14.0 7270    4.3    SYM       0.75  1.5    8940.     0.8562
 7685306 14.3 7900    4.0    MULT      0.75  4.0   12865.     0.7874
 7687374 14.5 8020    3.9    ASYM      0.4   1.0    5540.     0.8435
 7693255 14.0 6840    4.2    MULT      0.4   1.5     150.     0.3971
 7756660 14.1 7030    4.2    MULT      0.25  1.2     140.     0.7500
 7765798 14.8 7200    3.9    MULT      0.3   1.5      68.     0.6869
 7767565  9.3                MULT      1.1   4.2   30065.     1.4125
 7771914 14.1 6800    4.2    SYM       0.65  2.7     125.     0.6833
 7821231 14.0 6690    4.2    MULT      0.25  1.1     500.     0.3271
 7834518 14.5 7080    4.2    MULT      0.75  4.25    125.     2.0818
 7891007 14.1 6420    4.2    MULT      0.25  1.6     145.     0.3037
 7903015 15.0 6680    4.3    MULT      0.25  1.75    110.     0.4265
 7907511 14.7 6170    4.2    SYM       0.75  1.75   4100.     0.9720
 7908851 14.8 7180    4.1    SYM       1.8   3.25   2200.     2.6869
 7968267 14.3 7260    4.2    SYM       0.3   1.1    4670.     0.4860
 7988596 14.1 6490    4.2    SYM       0.4   1.2     570.     0.5117
 8028916 14.1 7060    4.1    ASYM      0.35  1.4   26095.     0.6552
 8035262 14.3 7290    4.1    SYM       0.75  3.0    2075.     1.3196
 8113557 14.5 6720    4.1    ASYM      1.2   1.7    3900.     1.3750
 8124401 15.2 6310    3.9    ASYM      1.0   1.25  11000.     1.1075
 8189115 14.3 6270    4.2    MULT      0.7   2.0     100.     0.7734
 8189504 14.5 6580    4.4    SYM       0.75  2.1     700.     1.0250
 8221845 14.4 7470    4.1    SYM       1.9   3.3    1250.     2.4439
 8221986 14.6 7180    4.1    MULT      0.9   2.7    1345.     1.2349
 8222685  8.9                ASYM      1.1   2.1  120765.     1.2218
 8309369 14.9 7260    4.0    SYM       3.75  4.25    250.     3.9952
 8313084 14.8 6500    4.4    MULT      0.25  1.0     110.     0.2804
 8323022 14.4 6280    4.2    MULT      0.2   2.0     120.     0.4416
 8327168 14.5 6300    4.3    SYM       0.45  1.2    1600.     0.5050
 8359028 14.4 6740    4.3    SYM       0.35  1.0    1100.     0.7617
 8398162 14.3 6530    4.3    SYM       0.5   1.5     200.     0.8037
 8410612 14.2 6640    4.2    SYM       0.3   1.5     600.     0.3785
 8415383 14.0 7360    4.1    SYM       1.0   4.5     410.     3.0327
 8478472 14.4 7390    4.1    ASYM      1.1   2.3    8600.     2.1098
 8481328 14.7 7120    4.1    SYM       0.5   1.2     160.     0.6495
 8508852 14.5 6760    4.2    SYM       1.0   5.0     210.     2.6551
 8526232 14.1 6770    4.2    SYM       1.0   3.3    2100.     1.9556
 8638619 14.2 7340    4.3    SYM       1.25  2.75   2520.     2.2220
 8767298 14.6 6640    4.5    SYM       0.3   1.9     220.     0.7874
 8804158 14.1 7020    3.9    SYM       0.75  2.0     175.     0.7967
 8814047 14.3 6860    4.3    SYM       0.3   1.3     130.     0.5888
 9012615 15.2 7240    4.3    MULT      1.3   3.0      46.     1.4439
 9050484 14.1 6420    4.0    SYM       0.5   3.25    130.     0.5374
 9053846 14.0 6300    4.1    ASYM      0.9   1.5    7300.     1.3037
 9073315 14.6 7320    4.3    SYM       0.7   1.6   49755.     0.76601
 9113086 14.8 6540    4.1    SYM       0.45  1.25   1500.     0.5864
 9149977 14.4 6900    4.5    SYM       0.4   1.4     120.     0.5397
 9241468 14.5 6190    3.9    SYM       0.35  1.75    110.     0.5467
 9290681 14.3 7360    4.1    SYM       0.6   0.8    1500.     0.7850
 9304984 14.3 6220    4.4    SYM       0.75 21.     4400.     0.8598
 9405431 14.3 7000    4.2    SYM       0.25  2.1     120.     0.3949
 9517548 15.4 6990    4.1    SYM       0.5   1.9    2235.     0.5759
 9569705 15.8 7290    4.0    SYM       0.35  1.2   81730.     0.5328
 9662168 14.2 7170    4.1    ASYM      0.5   1.3    3000.     0.6355
 9715349 14.2 7320    4.1    ASYM      0.8   1.8    3960.     1.4571
 9905540 14.2 7210    4.1    SYM       0.5   2.25   1845.     1.0864
 9910156 14.3 7330    4.2    SYM       1.5   5.0     400.     3.9836
 9962653 10.1 7240    4.3    ASYM      1.4   2.5    6000.     2.2827
10015325 14.2 6860    4.3    SYM       0.3   1.4     220.     0.8318
10096798 14.0 6560    4.3    SYM,ROT   1.1   1.75    230.     1.4743
10683303  6.0                SYM,ROT   1.25  2.5     880.     2.2617
10845049 14.4 7450    4.1    SYM       1.0   3.0    3345.     1.4481
11233133 14.7 7800    4.1    ASYM      1.5   3.5   20000.     1.6869
11657064 14.1 7480    4.0    ASYM      0.4   0.8   19200.     0.4656
11803734 14.4 6460    4.2    SYM       0.35  1.2  198360.     0.3725
11962187 14.0 7160    4.0    ASYM      0.3   2.2    9970.     1.0178
