 8248967 15.1 6720    4.3    HADS      3.3   3.4   15000.     3.3715 
 8249829 14.3 7090    4.1    HADS     16.7  16.8    2450.    16.7814 
 8315263 14.3 7700    3.7    MULT     13.0  18.8    7300.    13.2372 
 8322016 14.1 6800    4.0    Other    14.4  24.5     200.    24.0372 
 8323981 14.3 8010    3.7    MULT      8.0  23.2     120.    20.4372 
 8393922 14.0 7540    4.0    MULT      9.8  22.0    2000.    13.0791 
 8508096 14.2 7420    4.0    HADS     22.1  22.2    1500.    22.1209 
 8516900 14.2 6580    3.8    MULT      5.0  20.0    2600.    16.3628 
 8648251 14.6 6520    4.2    MULT     15.1  19.6    5240.    15.1256 
 8649814 14.4 6700    3.7    MULT      7.6  15.6    5685.     7.600  
 8960514 14.4 6730    4.3    MULT      6.65  6.75   3100.     6.6977 
 8963394 14.5 6110    4.0    HADS      5.3   5.4   11840.     5.3581 
 9075949 14.6 6400    4.3    HADS      5.65  5.75  10930.     5.6837 
 9077483 15.4 6400    4.3    HADS      5.4   5.5   25155.     5.4276 
 9137819 15.0 7800    3.9    HADS      3.6   3.7   17410.     3.6595 
 9202969 14.0 6700    4.3    HADS      4.95  5.05   4310.     4.9810 
 9214444 14.2 7610    3.7    MULT      8.1  24.0     540.    21.6372 
 9364179 14.1 7200    4.0    MULT     18.0  20.0    1235.    18.200  
 9594857 11.0      NA     NA MULT      5.0  10.0  862070.     9.9695 
 9613175 14.2 7370    4.0    MULT     18.7  24.0     330.    20.6741 
 9613575 14.4 6310    4.2    MULT      8.5  24.0    3360.    13.1628 
 9614153 14.2 6460    4.0    MULT     10.0  16.4    2270.    13.2186 
 9700322 12.7      NA     NA HADS      9.6  12.6  392840.    12.6259 
 9706609 14.1 7640    4.1    MULT+rot  5.0   9.0     420.     7.3767 
 9724292 14.4 7010    4.1    MULT     10.8  16.4    2810.    13.8000 
 9942562 14.6 6630    4.2    Other     6.75  6.85    550.     6.8000 
10451090  9.2 7780    4.1    MULT     10.0  20.0   31050.    10.6695 
11143576 15.1 8180    4.0    HADS     15.7  15.8    6480.    15.7719 
11704101 15.4 6860    4.3    HADS      5.8   5.9  959070.     5.8527 
11852985 14.4 7910    4.0    HADS     19.85 19.95  10455.    19.8915 
